project_name,wo_no,startDate,endDate,billingDate,collectingDate,actual_file
NIHON SEKKEI,1803059,04/01/2019,04/30/2019,05/17/2019,06/17/2019,D:\work\日本設計\オンサイト見積もり\オフショア実績\201904\(SDC-GaoLu)日本設計オフショア作業実績_20190401～20190430.xlsx
